@relation Digital_Camera.arff

@attribute rating numeric
@attribute numberOfSentences numeric
@attribute numberOfWords numeric
@attribute width numeric
@attribute depth numeric
@attribute smog numeric
@attribute wordsPerSentence numeric
@attribute percentComplexWords numeric
@attribute syllablesPerWords numeric
@attribute fleschReadingScore numeric
@attribute meanRatingOfProduct numeric
@attribute stdDevRating numeric
@attribute fleschKincaid numeric
@attribute numComplexWords numeric
@attribute numberOfSentiment numeric
@attribute popularityOfProduct numeric
@attribute fogIndex numeric
@attribute reviewHelpfulness {helpful,unhelpful}

@data
5.0,6.0,155.0,9.0,28.833333333333332,16.32212257385254,25.83333396911621,20.645160675048828,1.7612903118133545,31.6090087890625,3.2708333333333335,1.5239693694063832,15.268226623535156,32.0,7.0,48.0,18.591398239135742,helpful
5.0,25.0,618.0,24.0,35.888888888888886,13.412042617797852,24.719999313354492,13.106796264648438,1.5113269090652466,53.885948181152344,4.170212765957447,1.2517077514964028,11.884456634521484,81.0,22.0,94.0,15.130719184875488,helpful
5.0,6.0,166.0,7.0,22.0,15.47004222869873,27.66666603088379,16.867469787597656,1.590361475944519,44.208770751953125,4.44,0.8979977728257459,13.966264724731445,28.0,11.0,25.0,17.81365394592285,helpful
3.0,4.0,126.0,10.0,23.666666666666668,18.243606567382812,31.5,22.22222328186035,1.7460317611694336,27.148223876953125,3.369565217391304,1.523136004835075,17.298175811767578,28.0,14.0,46.0,21.488889694213867,helpful
5.0,70.0,1496.0,85.0,22.666666666666668,11.491703987121582,21.371429443359375,10.026738166809082,1.4953207969665527,58.63887023925781,3.8275862068965516,1.3663181211144102,10.389640808105469,150.0,92.0,87.0,12.559267044067383,helpful
4.0,57.0,1550.0,85.0,21.137931034482758,15.33006477355957,27.192981719970703,16.774194717407227,1.6367741823196411,40.763031005859375,3.104651162790698,1.5252073421184862,14.329198837280273,260.0,145.0,86.0,17.586872100830078,helpful
4.0,10.0,173.0,8.0,22.2,11.979248046875,17.299999237060547,13.872832298278809,1.5722543001174927,56.26280212402344,2.111111111111111,1.5947444549341472,9.709600448608398,24.0,15.0,9.0,12.469133377075195,helpful
5.0,31.0,665.0,31.0,25.75,12.916893005371094,21.45161247253418,13.684209823608398,1.5278195142745972,55.80809020996094,3.933333333333333,1.3148721948877349,10.804399490356445,91.0,36.0,150.0,14.054328918457031,helpful
4.0,4.0,51.0,2.0,18.5,8.841846466064453,12.75,7.843137741088867,1.4509804248809814,71.14080810546875,3.0,1.4142135623730951,6.504068374633789,4.0,6.0,5.0,8.237255096435547,helpful
1.0,5.0,109.0,3.0,22.666666666666668,12.688352584838867,21.799999237060547,12.844036102294922,1.5504586696624756,53.53919982910156,3.306451612903226,1.651868049848505,11.207412719726562,14.0,8.0,62.0,13.857614517211914,helpful
2.0,25.0,498.0,40.0,24.2,10.621295928955078,19.920000076293945,8.634538650512695,1.4497991800308228,63.96320343017578,3.5142857142857142,1.4999319712464787,9.286430358886719,43.0,43.0,35.0,11.421815872192383,helpful
1.0,15.0,330.0,11.0,25.875,12.913307189941406,22.0,13.333333969116211,1.5242424011230469,55.554107666015625,3.933333333333333,1.3148721948877349,10.97606086730957,44.0,22.0,150.0,14.133334159851074,helpful
5.0,70.0,1291.0,109.0,27.06,11.35114574432373,18.44285774230957,11.231603622436523,1.52130126953125,59.413421630859375,3.933333333333333,1.3148721948877349,9.554069519042969,145.0,70.0,150.0,11.869784355163574,helpful
5.0,12.0,620.0,38.0,43.84615384615385,14.06817626953125,51.66666793823242,7.096774101257324,1.3822580575942993,37.454315185546875,3.2708333333333335,1.5239693694063832,20.870647430419922,44.0,41.0,48.0,23.5053768157959,helpful
5.0,29.0,444.0,15.0,14.642857142857142,8.742486953735352,15.310344696044922,6.3063063621521,1.3423423767089844,77.73284912109375,3.933333333333333,1.3148721948877349,6.220674514770508,28.0,29.0,150.0,8.646660804748535,helpful
5.0,9.0,96.0,4.0,15.5,8.841846466064453,10.666666984558105,9.375,1.4479166269302368,73.51460266113281,3.3125,1.529654781315052,5.655416488647461,9.0,9.0,16.0,8.016667366027832,helpful
5.0,25.0,573.0,20.0,26.071428571428573,11.755157470703125,22.920000076293945,9.947644233703613,1.5253053903579712,54.53038024902344,2.875,1.562916611125921,11.347404479980469,57.0,34.0,24.0,13.147058486938477,helpful
5.0,3.0,164.0,9.0,29.0,17.505863189697266,54.66666793823242,11.585366249084473,1.6280487775802612,13.61541748046875,4.170212765957447,1.2517077514964028,24.940975189208984,19.0,13.0,94.0,26.50081443786621,helpful
5.0,45.0,1052.0,38.0,23.321428571428573,11.341690063476562,23.377777099609375,8.840303421020508,1.4420151710510254,61.112083435058594,3.5,1.6072751268321592,10.543111801147461,93.0,68.0,6.0,12.887231826782227,helpful
1.0,10.0,127.0,3.0,17.333333333333332,10.793553352355957,12.699999809265137,14.173229217529297,1.6535433530807495,54.05473327636719,3.2708333333333335,1.5239693694063832,8.874811172485352,18.0,6.0,48.0,10.749292373657227,helpful
5.0,13.0,250.0,5.0,15.4,12.6356840133667,19.230770111083984,14.399999618530273,1.6039999723434448,51.61738586425781,4.192660550458716,1.222698656268201,10.837200164794922,36.0,19.0,109.0,13.45230770111084,helpful
5.0,39.0,965.0,62.0,26.333333333333332,13.233081817626953,24.743589401245117,12.642486572265625,1.5533678531646729,50.30534362792969,3.8,1.5655379557548552,12.389739990234375,122.0,55.0,55.0,14.954431533813477,helpful
5.0,3.0,96.0,9.0,18.0,15.47004222869873,32.0,14.583333015441895,1.5833333730697632,40.40501403808594,3.5142857142857142,1.4999319712464787,15.573333740234375,14.0,7.0,35.0,18.633333206176758,helpful
5.0,12.0,278.0,19.0,23.0,12.161745071411133,23.16666603088379,10.791366577148438,1.5071942806243896,55.81221008300781,3.4375,1.6944302139657448,11.22989273071289,30.0,11.0,16.0,13.583212852478027,helpful
5.0,18.0,536.0,27.0,25.2,14.232682228088379,29.77777862548828,12.686567306518555,1.5223881006240845,47.8165283203125,3.5,1.7320508075688772,13.98751449584961,68.0,44.0,8.0,16.98573875427246,helpful
5.0,25.0,595.0,29.0,22.736842105263158,12.756391525268555,23.799999237060547,11.93277359008789,1.5075629949569702,55.13818359375,4.416666666666667,0.9824855102126332,11.481243133544922,71.0,38.0,36.0,14.293108940124512,helpful
5.0,2.0,69.0,1.0,30.0,15.903188705444336,34.5,14.492753028869629,1.56521737575531,39.400115966796875,4.043478260869565,1.334435587236766,16.334564208984375,10.0,4.0,184.0,19.59710121154785,helpful
5.0,12.0,251.0,11.0,22.125,13.16035270690918,20.91666603088379,14.741036415100098,1.5896414518356323,51.12092590332031,4.038461538461538,1.3722740596085594,11.325267791748047,37.0,10.0,26.0,14.263081550598145,helpful
4.0,4.0,143.0,5.0,78.0,13.023865699768066,35.75,8.391608238220215,1.377622365951538,54.00189971923828,3.3333333333333335,1.1547005383792515,14.608442306518555,12.0,16.0,9.0,17.656644821166992,helpful
4.0,22.0,353.0,11.0,27.0,10.12575626373291,16.045454025268555,9.348442077636719,1.4589234590530396,67.12395477294922,4.043478260869565,1.4288414543613028,7.883024215698242,33.0,19.0,23.0,10.15755844116211,helpful
4.0,11.0,200.0,8.0,25.571428571428573,11.20814323425293,18.18181800842285,11.0,1.524999976158142,59.36546325683594,4.703703703703703,0.9355059955788956,9.495908737182617,22.0,13.0,27.0,11.672727584838867,helpful
5.0,22.0,506.0,16.0,28.272727272727273,11.56738567352295,23.0,9.486166000366211,1.448616623878479,60.937042236328125,3.2222222222222223,1.7497795275581802,10.473674774169922,48.0,36.0,9.0,12.994467735290527,helpful
5.0,2.0,142.0,9.0,35.25,17.122413635253906,71.0,8.450703620910645,1.52816903591156,5.486907958984375,3.0517241379310347,1.5019804603291158,30.13239288330078,12.0,17.0,58.0,31.780282974243164,helpful
3.0,8.0,140.0,8.0,15.375,11.20814323425293,17.5,11.428571701049805,1.4785714149475098,63.98536682128906,3.5789473684210527,1.3885164166603075,8.682144165039062,16.0,23.0,38.0,11.571429252624512,helpful
5.0,13.0,464.0,15.0,28.25,13.149919509887695,35.69230651855469,8.620689392089844,1.4590517282485962,47.171539306640625,4.170212765957447,1.2517077514964028,15.546810150146484,40.0,16.0,94.0,17.72519874572754,helpful
1.0,8.0,93.0,2.0,16.0,12.384806632995605,11.625,22.580644607543945,1.6989247798919678,51.30659484863281,1.0,0.0,8.99106216430664,21.0,4.0,1.0,13.682257652282715,helpful
5.0,15.0,471.0,37.0,26.470588235294116,13.662882804870605,31.399999618530273,10.828025817871094,1.4840763807296753,49.41114807128906,3.8448275862068964,1.4239542337900672,14.168102264404297,51.0,34.0,58.0,16.891210556030273,helpful
4.0,16.0,322.0,8.0,26.0,13.227903366088867,20.125,15.527950286865234,1.60869562625885,50.31248474121094,3.3333333333333335,1.4142135623730951,11.241357803344727,50.0,21.0,18.0,14.26117992401123,helpful
4.0,65.0,1405.0,112.0,24.203703703703702,13.099689483642578,21.615385055541992,14.092527389526367,1.5879004001617432,50.55902099609375,4.043478260869565,1.334435587236766,11.577224731445312,198.0,91.0,184.0,14.283164978027344,helpful
5.0,25.0,704.0,54.0,26.51851851851852,14.611577987670898,28.15999984741211,14.346590995788574,1.5894886255264282,43.78187561035156,4.523809523809524,0.7939681905015746,14.148365020751953,101.0,59.0,21.0,17.00263786315918,helpful
4.0,2.0,66.0,4.0,21.0,13.816669464111328,33.0,10.606060981750488,1.454545497894287,50.28546142578125,3.9393939393939394,1.1918763902604324,14.44363784790039,7.0,1.0,66.0,17.442424774169922,helpful
5.0,12.0,333.0,16.0,36.142857142857146,12.88547134399414,27.75,10.510510444641113,1.507507562637329,51.13362121582031,4.038461538461538,1.3722740596085594,13.021087646484375,35.0,14.0,26.0,15.304203987121582,helpful
5.0,18.0,308.0,15.0,21.444444444444443,11.75095272064209,17.11111068725586,13.311688423156738,1.6071428060531616,53.50294494628906,4.192660550458716,1.259656748208066,10.047616958618164,41.0,21.0,109.0,12.169119834899902,helpful
5.0,3.0,87.0,3.0,37.5,13.559100151062012,29.0,11.494253158569336,1.563218355178833,45.1517333984375,3.9393939393939394,1.1918763902604324,14.165975570678711,10.0,7.0,66.0,16.197702407836914,helpful
1.0,16.0,249.0,14.0,19.1,9.673872947692871,15.5625,8.433734893798828,1.4056224822998047,72.12340545654297,2.6153846153846154,1.777572308967899,7.0657196044921875,21.0,20.0,13.0,9.598494529724121,helpful
5.0,15.0,270.0,18.0,21.818181818181817,11.602472305297852,18.0,12.222222328186035,1.5074074268341064,61.03833770751953,4.170731707317073,1.3416851258024451,9.2174072265625,33.0,24.0,41.0,12.088889122009277,helpful
5.0,3.0,59.0,5.0,22.0,13.023865699768066,19.66666603088379,15.254237174987793,1.6949152946472168,43.48350524902344,4.176470588235294,1.1997692973159493,12.079999923706055,9.0,5.0,34.0,13.968360900878906,helpful
3.0,17.0,228.0,7.0,23.4,9.168548583984375,13.411765098571777,8.333333969116211,1.4429824352264404,71.145751953125,3.111111111111111,1.5947444549341472,6.667781829833984,19.0,22.0,9.0,8.698039054870605,helpful
3.0,20.0,287.0,25.0,19.3125,10.686352729797363,14.350000381469727,12.195121765136719,1.6027874946594238,56.67393493652344,3.0517241379310347,1.5019804603291158,8.919393539428711,35.0,20.0,58.0,10.618048667907715,helpful
5.0,8.0,101.0,4.0,16.333333333333332,10.686352729797363,12.625,13.8613862991333,1.5346534252166748,64.18894958496094,3.0,2.0,7.442661285400391,14.0,7.0,2.0,10.59455394744873,helpful
4.0,8.0,122.0,10.0,25.75,11.698219299316406,15.25,14.754098892211914,1.5081967115402222,63.76282501220703,4.043478260869565,1.334435587236766,8.15422248840332,18.0,7.0,184.0,12.001639366149902,helpful
4.0,19.0,394.0,14.0,26.625,12.017979621887207,20.736841201782227,11.675127029418945,1.4898476600646973,59.746002197265625,3.2708333333333335,1.5239693694063832,10.077569961547852,46.0,30.0,48.0,12.964787483215332,helpful
5.0,19.0,412.0,17.0,22.833333333333332,10.426177978515625,21.6842098236084,7.5242719650268555,1.4781553745269775,59.773590087890625,4.043478260869565,1.4288414543613028,10.309074401855469,31.0,20.0,23.0,11.683392524719238,helpful
5.0,9.0,319.0,7.0,34.5,13.205437660217285,35.44444274902344,8.777429580688477,1.3887147903442383,53.373634338378906,2.789473684210526,1.6084954515722238,14.620166778564453,28.0,15.0,19.0,17.688749313354492,helpful
5.0,20.0,426.0,22.0,23.533333333333335,10.686352729797363,21.299999237060547,8.215962409973145,1.462441325187683,61.49298095703125,4.192660550458716,1.259656748208066,9.973806381225586,35.0,27.0,109.0,11.806384086608887,helpful
4.0,5.0,111.0,7.0,35.666666666666664,13.023865699768066,22.200000762939453,13.51351261138916,1.585585594177246,50.161468505859375,3.3636363636363638,1.4937887931959075,11.777908325195312,15.0,13.0,11.0,14.285405158996582,helpful
2.0,16.0,405.0,22.0,23.214285714285715,12.709667205810547,25.3125,11.111111640930176,1.5086419582366943,53.51171112060547,2.7777777777777777,1.3356461422412562,12.083850860595703,45.0,23.0,36.0,14.56944465637207,helpful
5.0,20.0,387.0,15.0,24.363636363636363,11.602472305297852,19.350000381469727,11.36950969696045,1.4883720874786377,61.27848815917969,4.053846153846154,1.266804207211314,9.519290924072266,44.0,29.0,130.0,12.287803649902344,helpful
3.0,15.0,343.0,6.0,24.2,13.133204460144043,22.866666793823242,13.411079406738281,1.5830904245376587,49.695892333984375,4.44,0.8979977728257459,12.008466720581055,46.0,20.0,25.0,14.511099815368652,helpful
5.0,36.0,516.0,34.0,21.954545454545453,11.538034439086914,14.333333015441895,15.116278648376465,1.6414728164672852,53.41807556152344,4.703703703703703,0.9355059955788956,9.369379043579102,78.0,34.0,27.0,11.779845237731934,helpful
5.0,5.0,99.0,3.0,24.666666666666668,10.793553352355957,19.799999237060547,9.090909004211426,1.424242377281189,66.24710083007812,4.176470588235294,1.1997692973159493,8.938060760498047,9.0,10.0,34.0,11.556363105773926,helpful
5.0,6.0,159.0,9.0,15.857142857142858,13.023865699768066,26.5,11.320755004882812,1.5220125913619995,51.17523193359375,4.192660550458716,1.222698656268201,12.704750061035156,18.0,10.0,109.0,15.128302574157715,helpful
5.0,18.0,622.0,34.0,31.833333333333332,14.633662223815918,34.55555725097656,11.736333847045898,1.5273312330245972,42.54888916015625,3.933333333333333,1.3148721948877349,15.909175872802734,73.0,27.0,150.0,18.51675796508789,helpful
5.0,5.0,239.0,17.0,29.25,18.243606567382812,47.79999923706055,14.644351959228516,1.6192468404769897,21.329727172851562,2.789473684210526,1.6084954515722238,22.15911102294922,35.0,22.0,19.0,24.977741241455078,helpful
5.0,12.0,208.0,18.0,21.5,10.317481994628906,17.33333396911621,9.134614944458008,1.4375,67.6291732788086,2.7777777777777777,1.3356461422412562,8.132499694824219,19.0,11.0,36.0,10.587180137634277,helpful
5.0,17.0,484.0,17.0,31.4,13.589731216430664,28.47058868408203,11.776859283447266,1.530991792678833,48.41546630859375,4.043478260869565,1.4288414543613028,13.579233169555664,57.0,20.0,23.0,16.098979949951172,helpful
5.0,3.0,42.0,1.0,23.0,12.457975387573242,14.0,19.047618865966797,1.547619104385376,61.69642639160156,4.176470588235294,1.1997692973159493,8.131904602050781,8.0,6.0,34.0,13.219047546386719,helpful
5.0,9.0,217.0,11.0,27.0,10.504223823547363,24.11111068725586,6.912442207336426,1.451612949371338,59.55577850341797,3.369565217391304,1.523136004835075,10.942363739013672,15.0,20.0,46.0,12.40942096710205,helpful
5.0,5.0,117.0,5.0,16.333333333333332,13.348371505737305,23.399999618530273,13.675214767456055,1.6068376302719116,47.14555358886719,4.043478260869565,1.334435587236766,12.496683120727539,16.0,10.0,184.0,14.830085754394531,helpful
4.0,5.0,101.0,15.0,19.166666666666668,10.793553352355957,20.200000762939453,8.91089153289795,1.4356435537338257,64.87655639648438,3.357142857142857,1.540275618060559,9.228593826293945,9.0,4.0,14.0,11.644357681274414,helpful
4.0,19.0,379.0,25.0,19.666666666666668,12.759958267211914,19.947368621826172,14.248021125793457,1.583113431930542,52.65702819824219,3.0517241379310347,1.5019804603291158,10.87021255493164,54.0,35.0,58.0,13.678155899047852,helpful
4.0,7.0,274.0,18.0,31.0,16.954822540283203,39.14285659790039,14.963502883911133,1.6350364685058594,28.780929565429688,3.5142857142857142,1.4999319712464787,18.96914291381836,41.0,15.0,35.0,21.642545700073242,helpful
5.0,18.0,203.0,8.0,14.0,9.150863647460938,11.277777671813965,9.852216720581055,1.4679802656173706,71.19692993164062,4.192660550458716,1.222698656268201,6.130500793457031,20.0,12.0,109.0,8.451997756958008,helpful
4.0,3.0,126.0,17.0,27.0,13.559100151062012,42.0,7.9365081787109375,1.523809552192688,35.29071044921875,3.369565217391304,1.523136004835075,18.770954132080078,10.0,4.0,46.0,19.9746036529541,helpful
5.0,15.0,230.0,9.0,20.6,11.979248046875,15.333333015441895,15.65217399597168,1.647826075553894,51.86558532714844,3.857142857142857,1.2453996981544782,9.834346771240234,36.0,11.0,14.0,12.394203186035156,helpful
5.0,7.0,122.0,3.0,31.5,10.608839988708496,17.428571701049805,9.836065292358398,1.4918032884597778,62.938446044921875,3.933333333333333,1.3148721948877349,8.810420989990234,12.0,3.0,150.0,10.905855178833008,helpful
3.0,92.0,3231.0,185.0,34.375,15.833575248718262,35.119564056396484,14.082327842712402,1.6100279092788696,34.98028564453125,3.933333333333333,1.3148721948877349,17.104957580566406,455.0,258.0,150.0,19.680757522583008,helpful
4.0,6.0,171.0,7.0,27.0,12.745084762573242,28.5,9.941520690917969,1.4970760345458984,51.25486755371094,3.0517241379310347,1.5019804603291158,13.190496444702148,17.0,11.0,58.0,15.376608848571777,helpful
5.0,19.0,642.0,16.0,28.818181818181817,12.936686515808105,33.78947448730469,8.72274112701416,1.4579439163208008,49.19664001464844,3.272727272727273,1.4826824027545535,14.791633605957031,56.0,38.0,11.0,17.004886627197266,helpful
4.0,5.0,89.0,7.0,29.0,13.023865699768066,17.799999237060547,16.853933334350586,1.5955055952072144,53.788238525390625,3.2857142857142856,1.5163507931514912,10.178966522216797,15.0,8.0,21.0,13.861572265625,helpful
5.0,68.0,1198.0,60.0,24.733333333333334,10.460712432861328,17.617647171020508,9.348915100097656,1.5125209093093872,60.99382781982422,3.933333333333333,1.3148721948877349,9.128629684448242,112.0,93.0,150.0,10.786624908447266,helpful
1.0,9.0,129.0,2.0,18.5,10.746094703674316,14.333333015441895,12.403100967407227,1.5503876209259033,61.123870849609375,1.75,1.299038105676658,8.294574737548828,16.0,3.0,16.0,10.694574356079102,helpful
1.0,7.0,74.0,2.0,11.5,8.418075561523438,10.571428298950195,8.108107566833496,1.4054054021835327,77.20771789550781,2.6666666666666665,1.7274625854492434,5.116641998291016,6.0,4.0,21.0,7.471814155578613,helpful
4.0,6.0,90.0,10.0,15.0,11.538034439086914,15.0,14.44444465637207,1.6222221851348877,54.37001037597656,3.1875,1.5499495959546556,9.4022216796875,13.0,9.0,16.0,11.777777671813965,helpful
5.0,96.0,2073.0,117.0,25.352941176470587,12.709667205810547,21.59375,13.024600982666016,1.5031355619430542,57.75209045410156,3.2708333333333335,1.5239693694063832,10.568561553955078,270.0,139.0,48.0,13.84734058380127,helpful
4.0,11.0,523.0,23.0,44.1,16.133371353149414,47.54545593261719,10.898661613464355,1.4818356037139893,33.21308135986328,3.6296296296296298,1.3235235840893065,20.43838882446289,57.0,34.0,54.0,23.377647399902344,helpful
5.0,7.0,114.0,7.0,19.0,10.608839988708496,16.285715103149414,10.526315689086914,1.5701754093170166,57.468170166015625,3.306451612903226,1.651868049848505,9.289499282836914,12.0,11.0,62.0,10.724812507629395,helpful
5.0,28.0,558.0,32.0,23.705882352941178,11.629938125610352,19.928571701049805,11.111111640930176,1.5,59.70751953125,4.523809523809524,0.7939681905015746,9.882143020629883,62.0,30.0,21.0,12.415873527526855,helpful
5.0,4.0,42.0,3.0,14.5,10.686352729797363,10.5,16.666667938232422,1.6190476417541504,59.20606994628906,4.2,1.2489995996796797,7.609762191772461,7.0,4.0,10.0,10.866667747497559,helpful
5.0,12.0,150.0,15.0,13.6,10.504223823547363,12.5,13.333333969116211,1.5133333206176758,66.1195068359375,4.053846153846154,1.266804207211314,7.142333984375,20.0,15.0,130.0,10.333333969116211,helpful
5.0,3.0,35.0,3.0,18.0,9.725611686706543,11.666666984558105,11.428571701049805,1.4285714626312256,74.13619995117188,4.192660550458716,1.222698656268201,5.817142486572266,4.0,4.0,109.0,9.2380952835083,helpful
5.0,28.0,446.0,24.0,27.846153846153847,10.290406227111816,15.928571701049805,9.865470886230469,1.4753363132476807,65.85406494140625,3.0517241379310347,1.5019804603291158,8.031110763549805,44.0,30.0,58.0,10.317617416381836,helpful
4.0,30.0,690.0,21.0,25.214285714285715,10.504223823547363,23.0,7.2463765144348145,1.3797101974487305,66.76652526855469,3.306451612903226,1.651868049848505,9.660579681396484,50.0,43.0,62.0,12.098550796508789,helpful
5.0,9.0,141.0,5.0,19.2,11.20814323425293,15.666666984558105,12.765957832336426,1.503546118736267,63.73333740234375,3.933333333333333,1.3148721948877349,8.261844635009766,18.0,13.0,150.0,11.37304973602295,helpful
1.0,9.0,232.0,6.0,34.5,12.65034294128418,25.77777862548828,10.775861740112305,1.5689655542373657,47.93608093261719,2.7804878048780486,1.645573443261756,12.977127075195312,25.0,21.0,41.0,14.62145709991455,helpful
2.0,14.0,266.0,12.0,21.857142857142858,10.763078689575195,19.0,9.398496627807617,1.4849624633789062,61.92218017578125,3.0517241379310347,1.5019804603291158,9.342557907104492,25.0,29.0,58.0,11.35939884185791,helpful
5.0,9.0,147.0,4.0,18.0,11.645158767700195,16.33333396911621,13.605443000793457,1.6054421663284302,54.43626403808594,3.104651162790698,1.5252073421184862,9.72421646118164,20.0,11.0,86.0,11.97551155090332,helpful
5.0,14.0,353.0,18.0,25.09090909090909,12.031771659851074,25.214284896850586,9.631728172302246,1.4504249095916748,58.53656005859375,4.113636363636363,1.3179858788543617,11.358585357666016,34.0,26.0,44.0,13.93840503692627,helpful
4.0,6.0,120.0,6.0,11.5,13.29500675201416,20.0,15.833333015441895,1.6416666507720947,47.65000915527344,3.306451612903226,1.651868049848505,11.5816650390625,19.0,8.0,62.0,14.333333015441895,helpful
5.0,4.0,107.0,5.0,25.0,12.602617263793945,26.75,10.280373573303223,1.523364543914795,50.80712890625,4.714285714285714,0.4517539514526256,12.81820297241211,11.0,3.0,7.0,14.812149047851562,helpful
5.0,38.0,672.0,32.0,17.04,10.882678031921387,17.6842098236084,10.416666030883789,1.4732142686843872,64.25160217285156,3.0517241379310347,1.5019804603291158,8.69076919555664,70.0,44.0,58.0,11.240350723266602,helpful
4.0,16.0,425.0,23.0,27.333333333333332,11.933032989501953,26.5625,8.941176414489746,1.4823529720306396,54.467010498046875,3.2195121951219514,1.6156580645540672,12.261140823364258,38.0,25.0,41.0,14.201471328735352,helpful
5.0,13.0,214.0,8.0,24.833333333333332,12.367838859558105,16.461538314819336,15.887850761413574,1.5654205083847046,57.69197082519531,4.170731707317073,1.3416851258024451,9.301961898803711,34.0,17.0,41.0,12.9397554397583,helpful
5.0,6.0,144.0,3.0,39.0,13.29500675201416,24.0,13.19444465637207,1.5902777910232544,47.9375,3.104651162790698,1.5252073421184862,12.5352783203125,19.0,8.0,86.0,14.877777099609375,helpful
5.0,11.0,230.0,18.0,25.0,13.023865699768066,20.909090042114258,14.34782600402832,1.643478274345398,46.57402038574219,4.703703703703703,0.9355059955788956,11.957588195800781,33.0,14.0,27.0,14.102766990661621,helpful
3.0,15.0,397.0,32.0,25.714285714285715,13.765654563903809,26.46666717529297,13.098237037658691,1.526448369026184,50.83381652832031,2.7777777777777777,1.3356461422412562,12.744091033935547,52.0,30.0,36.0,15.825961112976074,helpful
5.0,13.0,249.0,5.0,24.6,12.09199333190918,19.153846740722656,12.851405143737793,1.52610445022583,58.285430908203125,3.9555555555555557,1.2815885204707747,9.888032913208008,32.0,14.0,90.0,12.802101135253906,helpful
5.0,9.0,167.0,13.0,18.11111111111111,10.504223823547363,18.55555534362793,8.982036590576172,1.4910179376602173,61.861000061035156,3.925925925925926,1.3588100983588252,9.240676879882812,15.0,14.0,54.0,11.015036582946777,helpful
5.0,40.0,1010.0,69.0,29.193548387096776,12.384806632995605,25.25,10.396039962768555,1.512871265411377,53.21734619140625,4.038461538461538,1.3722740596085594,12.109380722045898,105.0,50.0,26.0,14.258417129516602,helpful
1.0,13.0,234.0,4.0,22.5,12.766815185546875,18.0,15.811965942382812,1.6452991962432861,49.37269592285156,3.306451612903226,1.651868049848505,10.844532012939453,37.0,19.0,62.0,13.524786949157715,helpful
5.0,4.0,170.0,17.0,30.714285714285715,15.247664451599121,42.5,10.588235855102539,1.5470588207244873,32.81632995605469,4.113636363636363,1.3179858788543617,19.240291595458984,18.0,8.0,44.0,21.235294342041016,helpful
5.0,10.0,234.0,15.0,20.333333333333332,15.381575584411621,23.399999618530273,19.658119201660156,1.7008546590805054,39.19171142578125,4.192660550458716,1.222698656268201,13.606084823608398,46.0,19.0,109.0,17.223249435424805,helpful
